rmax,tmin,ramp95_kw_per_min,throughput_kwh,idod
15.0,1,9.032893028441366,0.8052375703616899,4.995102715256697e-05
15.0,3,9.032893028441366,0.8052375703616899,4.995102715256697e-05
15.0,5,9.032893028441366,0.8052375703616899,4.995102715256697e-05
20.0,1,9.032893028441366,0.8052375703616899,4.995102715256697e-05
20.0,3,9.032893028441366,0.8052375703616899,4.995102715256697e-05
20.0,5,9.032893028441366,0.8052375703616899,4.995102715256697e-05
25.0,1,9.032893028441366,0.8052375703616899,4.995102715256697e-05
25.0,3,9.032893028441366,0.8052375703616899,4.995102715256697e-05
25.0,5,9.032893028441366,0.8052375703616899,4.995102715256697e-05
